2025-09-05,600352.SH,,10.2300,10.2700,10.1700,10.2400,,,,,,243749549.00,23865124,,,,,10.2136,16.2040,0.9665,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600519.SH,,1471.0000,1486.9700,1464.0000,1483.0000,,,,,,5519312163.00,3738848,,,,,1476.2066,20.6494,7.7819,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600584.SH,,36.3100,37.3400,35.9600,37.1800,,,,,,2408140387.00,65632093,,,,,36.6915,45.5352,2.3864,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600585.SH,,23.6500,23.7800,23.4500,23.7700,,,,,,606152858.00,25626884,,,,,23.6530,14.4151,0.6662,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600588.SH,,14.6700,14.7800,14.2300,14.7500,,,,,,956100584.00,65851398,,,,,14.5191,-22.7863,6.6771,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600600.SH,,67.7100,67.9600,67.3400,67.9300,,,,,,405834533.00,5998660,,,,,67.6542,20.1122,3.0928,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600660.SH,,67.3500,69.2500,67.0300,68.4400,,,,,,1211821069.00,17789116,,,,,68.1215,20.2873,5.0100,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600703.SH,,13.8800,14.8000,13.7400,14.7200,,,,,,2434837191.00,169025150,,,,,14.4052,299.7012,2.0717,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600745.SH,,39.3900,41.4700,39.0000,41.4400,,,,,,1521384974.00,37611405,,,,,40.4501,-20.6325,1.5582,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600795.SH,,4.9500,5.0300,4.9000,4.9800,,,,,,880068828.00,177114210,,,,,4.9689,13.0592,1.5315,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600887.SH,,28.1700,28.2400,27.8200,28.1800,,,,,,1546833903.00,55154998,,,,,28.0452,21.9459,3.3442,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600893.SH,,37.2400,37.6600,36.9100,37.4300,,,,,,747726123.00,20027320,,,,,37.3353,279.2153,2.5099,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600900.SH,,28.1600,28.3100,28.0000,28.0700,,,,,,3006365138.00,106951308,,,,,28.1097,20.0914,3.3257,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600919.SH,,10.7600,10.8200,10.6200,10.6600,,,,,,1370303910.00,128334002,,,,,10.6776,5.8657,0.7841,,,,,,,,,,,,,,,,,,,,,
2025-09-05,600999.SH,,18.1700,18.2300,17.9900,18.1900,,,,,,588702379.00,32523362,,,,,18.1009,14.6146,1.3696,,,,,,,,,,,,,,,,,,,,,
2025-09-05,601012.SH,,17.4800,18.2000,17.3000,18.1000,,,,,,6071716055.00,338285539,,,,,17.9485,-23.0284,2.3727,,,,,,,,,,,,,,,,,,,,,
2025-09-05,601066.SH,,26.7000,26.8800,26.4400,26.8800,,,,,,467582192.00,17552275,,,,,26.6394,23.4954,2.6111,,,,,,,,,,,,,,,,,,,,,
2025-09-05,601088.SH,,38.0000,38.2400,37.7900,38.1600,,,,,,968508527.00,25457068,,,,,38.0448,13.7104,1.8883,,,,,,,,,,,,,,,,,,,,,
2025-09-05,601166.SH,,21.8600,21.9000,21.6600,21.7500,,,,,,1115373251.00,51288666,,,,,21.7470,5.9548,0.6277,,,,,,,,,,,,,,,,,,,,,
2025-09-05,601318.SH,,57.5000,58.0600,57.0300,57.9000,,,,,,3207319735.00,55818427,,,,,57.4599,8.7344,1.1107,,,,,,,,,,,,,,,,,,,,,
2025-09-05,601360.SH,,10.6000,10.7500,10.4100,10.7200,,,,,,1298693300.00,122895077,,,,,10.5675,-72.5448,2.5382,,,,,,,,,,,,,,,,,,,,,
2025-09-05,601888.SH,,68.0000,70.6900,67.1100,70.4900,,,,,,3377644271.00,48645067,,,,,69.4345,40.6906,2.6420,,,,,,,,,,,,,,,,,,,,,
